# zooid     P          Nclass  image
ASW0007yg0  0.1313784  50       http://spacewarps.org/subjects/standard/5183f151e4bb21021905aa20.png
ASW0009c2m  0.0019363  50       http://spacewarps.org/subjects/standard/5183f151e4bb21021906a55e.png
ASW00057kc  0.4810204  49       http://spacewarps.org/subjects/standard/5183f151e4bb21021903b58c.png
ASW0006ir2  0.1242832  50       http://spacewarps.org/subjects/standard/5183f151e4bb21021904a46e.png
ASW0009bo3  0.0907617  50       http://spacewarps.org/subjects/standard/5183f151e4bb21021906a353.png
ASW0005n4k  0.0473879  50       http://spacewarps.org/subjects/standard/5183f151e4bb210219040454.png
ASW0002jv7  0.2436188  41       http://spacewarps.org/subjects/standard/5183f151e4bb21021901d113.png
ASW0004vom  0.3532702  39       http://spacewarps.org/subjects/standard/5183f151e4bb210219037966.png
ASW0009cuw  0.0238777  49       http://spacewarps.org/subjects/standard/5183f151e4bb21021906a958.png
ASW0004fpd  0.0499171  41       http://spacewarps.org/subjects/standard/5183f151e4bb210219032881.png
ASW0003qud  0.0863619  49       http://spacewarps.org/subjects/standard/5183f151e4bb21021902aaa5.png
ASW0005fyb  0.1189295  50       http://spacewarps.org/subjects/standard/5183f151e4bb21021903e003.png
ASW0003wkd  0.1316746  50       http://spacewarps.org/subjects/standard/5183f151e4bb21021902c79d.png
ASW0000v1g  0.0003937  44       http://spacewarps.org/subjects/standard/5183f151e4bb210219009d24.png
ASW0004gtk  0.0000284  42       http://spacewarps.org/subjects/standard/5183f151e4bb210219032e28.png
ASW0002bmc  0.8909440  50       http://spacewarps.org/subjects/standard/5183f151e4bb21021901a754.png
ASW00039io  0.1623700  50       http://spacewarps.org/subjects/standard/5183f151e4bb2102190252f0.png
ASW0002xz3  0.0216332  40       http://spacewarps.org/subjects/standard/5183f151e4bb21021902187f.png
ASW00011xk  0.0001132  50       http://spacewarps.org/subjects/standard/5183f151e4bb21021900c008.png
ASW00009i3  0.2926223  50       http://spacewarps.org/subjects/standard/5183f151e4bb21021900301b.png
ASW00050sk  0.8446343  48       http://spacewarps.org/subjects/standard/5183f151e4bb210219039344.png
ASW0001rpk  0.1322363  50       http://spacewarps.org/subjects/standard/5183f151e4bb210219014288.png
ASW00092ed  0.0940847  50       http://spacewarps.org/subjects/standard/5183f151e4bb210219067465.png
ASW000670r  0.0042523  50       http://spacewarps.org/subjects/standard/5183f151e4bb21021904690b.png
ASW0008gbh  0.1002008  49       http://spacewarps.org/subjects/standard/5183f151e4bb21021906049d.png
ASW0002f0v  0.1131390  50       http://spacewarps.org/subjects/standard/5183f151e4bb21021901b88f.png
ASW0001go4  0.0001700  43       http://spacewarps.org/subjects/standard/5183f151e4bb210219010aa4.png
ASW0005ms2  0.6798170  50       http://spacewarps.org/subjects/standard/5183f151e4bb210219040292.png
ASW0006jj6  0.0534603  47       http://spacewarps.org/subjects/standard/5183f151e4bb21021904a862.png
ASW0000l8e  0.0733765  50       http://spacewarps.org/subjects/standard/5183f151e4bb210219006b7e.png
ASW0004gau  0.2191030  50       http://spacewarps.org/subjects/standard/5183f151e4bb210219032b86.png
ASW0007rj4  0.0618085  49       http://spacewarps.org/subjects/standard/5183f151e4bb210219058720.png
ASW0009bfx  0.0003958  50       http://spacewarps.org/subjects/standard/5183f151e4bb21021906a22d.png
ASW0005kad  0.9994848  50       http://spacewarps.org/subjects/standard/5183f151e4bb21021903f5f5.png
ASW0001sqw  0.4991759  50       http://spacewarps.org/subjects/standard/5183f151e4bb2102190147c8.png
ASW00045cw  0.1426428  50       http://spacewarps.org/subjects/standard/5183f151e4bb21021902f420.png
ASW0001lc0  0.0796242  49       http://spacewarps.org/subjects/standard/5183f151e4bb210219012240.png
ASW0001m1a  0.3372067  50       http://spacewarps.org/subjects/standard/5183f151e4bb2102190125ce.png
ASW00007s4  0.0931773  48       http://spacewarps.org/subjects/standard/5183f151e4bb210219002764.png
ASW0001hap  0.0014365  49       http://spacewarps.org/subjects/standard/5183f151e4bb210219010dd1.png
ASW0003w22  0.2932183  50       http://spacewarps.org/subjects/standard/5183f151e4bb21021902c50a.png
ASW0008kiy  0.0005171  50       http://spacewarps.org/subjects/standard/5183f151e4bb2102190619ea.png
ASW0007d09  0.0000608  50       http://spacewarps.org/subjects/standard/5183f151e4bb210219053d99.png
ASW00048uv  0.0938058  49       http://spacewarps.org/subjects/standard/5183f151e4bb2102190305d7.png
ASW0009a19  0.6984063  50       http://spacewarps.org/subjects/standard/5183f151e4bb210219069b0d.png
ASW0007w4b  0.3004646  44       http://spacewarps.org/subjects/standard/5183f151e4bb210219059e5b.png
ASW00099dp  0.4414137  49       http://spacewarps.org/subjects/standard/5183f151e4bb2102190697bd.png
ASW00062bc  0.8635212  50       http://spacewarps.org/subjects/standard/5183f151e4bb210219045138.png
ASW000284r  0.0336982  50       http://spacewarps.org/subjects/standard/5183f151e4bb2102190195ab.png
ASW00046w9  0.5977213  48       http://spacewarps.org/subjects/standard/5183f151e4bb21021902fbe9.png
ASW0003ors  0.6847179  31       http://spacewarps.org/subjects/standard/5183f151e4bb21021902a028.png
ASW0004iaj  0.0688728  50       http://spacewarps.org/subjects/standard/5183f151e4bb21021903359b.png
ASW00075o2  0.0231845  50       http://spacewarps.org/subjects/standard/5183f151e4bb210219051872.png
ASW0006kxk  0.0449828  50       http://spacewarps.org/subjects/standard/5183f151e4bb21021904af78.png
ASW0009ahd  0.0000526  50       http://spacewarps.org/subjects/standard/5183f151e4bb210219069d51.png
ASW0009a5e  0.4811921  47       http://spacewarps.org/subjects/standard/5183f151e4bb210219069ba2.png
ASW000339f  0.1231810  42       http://spacewarps.org/subjects/standard/5183f151e4bb210219023343.png
ASW0002c3z  0.2116313  50       http://spacewarps.org/subjects/standard/5183f151e4bb21021901a9cf.png
ASW0004lah  0.0174962  39       http://spacewarps.org/subjects/standard/5183f151e4bb2102190344c9.png
ASW0000f1h  0.0553393  50       http://spacewarps.org/subjects/standard/5183f151e4bb210219004c25.png
ASW000367c  0.7631664  38       http://spacewarps.org/subjects/standard/5183f151e4bb210219024228.png
ASW0001eyn  0.6575711  50       http://spacewarps.org/subjects/standard/5183f151e4bb2102190101ff.png
ASW0001vzm  0.1366967  50       http://spacewarps.org/subjects/standard/5183f151e4bb210219015832.png
ASW0004hyd  0.4633429  36       http://spacewarps.org/subjects/standard/5183f151e4bb2102190333e5.png
ASW0006f5e  0.0886583  49       http://spacewarps.org/subjects/standard/5183f151e4bb210219049232.png
ASW00016tz  0.0437965  50       http://spacewarps.org/subjects/standard/5183f151e4bb21021900d8d7.png
ASW0002r06  0.0310676  50       http://spacewarps.org/subjects/standard/5183f151e4bb21021901f536.png
ASW0005a2e  0.3201195  50       http://spacewarps.org/subjects/standard/5183f151e4bb21021903c236.png
ASW0003cbt  0.1839368  50       http://spacewarps.org/subjects/standard/5183f151e4bb210219026129.png
ASW0002opf  0.1137678  50       http://spacewarps.org/subjects/standard/5183f151e4bb21021901e993.png
ASW0002v9m  0.2757122  50       http://spacewarps.org/subjects/standard/5183f151e4bb210219020aca.png
ASW0004lnq  0.2680453  50       http://spacewarps.org/subjects/standard/5183f151e4bb2102190346a6.png
ASW0003kik  0.1968416  50       http://spacewarps.org/subjects/standard/5183f151e4bb210219028a9c.png
ASW000443u  0.2546325  49       http://spacewarps.org/subjects/standard/5183f151e4bb21021902edca.png
ASW0005zdn  0.0012120  34       http://spacewarps.org/subjects/standard/5183f151e4bb21021904425b.png
ASW0001fys  0.2181709  50       http://spacewarps.org/subjects/standard/5183f151e4bb210219010714.png
ASW0000871  0.0321839  50       http://spacewarps.org/subjects/standard/5183f151e4bb21021900297d.png
ASW00044gw  0.4889607  49       http://spacewarps.org/subjects/standard/5183f151e4bb21021902efa0.png
ASW0002r6u  0.1026087  50       http://spacewarps.org/subjects/standard/5183f151e4bb21021901f626.png
ASW0005ukh  0.2569059  50       http://spacewarps.org/subjects/standard/5183f151e4bb210219042a01.png
ASW0005ukg  0.1743328  48       http://spacewarps.org/subjects/standard/5183f151e4bb210219042a00.png
ASW0002qm0  0.2846442  39       http://spacewarps.org/subjects/standard/5183f151e4bb21021901f338.png
ASW0002r4g  0.0000137  50       http://spacewarps.org/subjects/standard/5183f151e4bb21021901f5d0.png
ASW0004bce  0.1958010  50       http://spacewarps.org/subjects/standard/5183f151e4bb21021903126e.png
ASW0001gab  0.0339959  49       http://spacewarps.org/subjects/standard/5183f151e4bb2102190108b3.png
ASW0000v4y  0.1657936  42       http://spacewarps.org/subjects/standard/5183f151e4bb210219009da2.png
