# zooid     P          Nclass  image
ASW0002kqf  0.9845373  6       http://spacewarps.org/subjects/standard/5183f151e4bb21021901d577.png
ASW0008wco  0.9833313  3       http://spacewarps.org/subjects/standard/5183f151e4bb2102190655c8.png
ASW0008zsj  0.9700347  3       http://spacewarps.org/subjects/standard/5183f151e4bb210219066733.png
ASW0008186  0.9753834  3       http://spacewarps.org/subjects/standard/5183f151e4bb21021905b836.png
ASW0007hbw  0.9985889  6       http://spacewarps.org/subjects/standard/5183f151e4bb21021905537c.png
ASW0003lw3  0.9617001  5       http://spacewarps.org/subjects/standard/5183f151e4bb210219029193.png
ASW000522v  0.9968002  4       http://spacewarps.org/subjects/standard/5183f151e4bb2102190399c7.png
ASW0007fvd  0.9719888  3       http://spacewarps.org/subjects/standard/5183f151e4bb210219054c19.png
ASW0004kd9  0.9805823  5       http://spacewarps.org/subjects/standard/5183f151e4bb21021903401d.png
ASW0001vpy  0.9834327  4       http://spacewarps.org/subjects/standard/5183f151e4bb2102190156d6.png
ASW0007ex3  0.9807235  4       http://spacewarps.org/subjects/standard/5183f151e4bb210219054747.png
ASW00097ov  0.9912385  3       http://spacewarps.org/subjects/standard/5183f151e4bb210219068f2f.png
ASW0008p34  0.9913480  6       http://spacewarps.org/subjects/standard/5183f151e4bb210219063100.png
ASW0006frn  0.9553276  3       http://spacewarps.org/subjects/standard/5183f151e4bb210219049553.png
ASW00033sb  0.9952282  9       http://spacewarps.org/subjects/standard/5183f151e4bb2102190235eb.png
ASW000603y  0.9988617  5       http://spacewarps.org/subjects/standard/5183f151e4bb21021904460e.png
ASW00085sl  0.9842864  3       http://spacewarps.org/subjects/standard/5183f151e4bb21021905cf55.png
ASW0004wo1  0.9980446  12       http://spacewarps.org/subjects/standard/5183f151e4bb210219037e61.png
ASW0008t6b  0.9840144  5       http://spacewarps.org/subjects/standard/5183f151e4bb2102190645b3.png
ASW0002ggl  0.9939855  9       http://spacewarps.org/subjects/standard/5183f151e4bb21021901bfd5.png
ASW0000vqo  0.9566923  86       http://spacewarps.org/subjects/standard/5183f151e4bb21021900a0b0.png
ASW0003558  0.9783167  5       http://spacewarps.org/subjects/standard/5183f151e4bb210219023ccc.png
ASW00032sf  0.9973062  7       http://spacewarps.org/subjects/standard/5183f151e4bb2102190230df.png
ASW0006hf5  0.9928919  9       http://spacewarps.org/subjects/standard/5183f151e4bb210219049db1.png
ASW0001g7d  0.9873552  12       http://spacewarps.org/subjects/standard/5183f151e4bb210219010849.png
ASW00039fw  0.9956577  6       http://spacewarps.org/subjects/standard/5183f151e4bb21021902528c.png
ASW0000whk  0.9547655  40       http://spacewarps.org/subjects/standard/5183f151e4bb21021900a478.png
ASW0002u6s  0.9560460  3       http://spacewarps.org/subjects/standard/5183f151e4bb210219020554.png
ASW0006o5p  0.9569537  3       http://spacewarps.org/subjects/standard/5183f151e4bb21021904bfcd.png
ASW0003gji  0.9851617  5       http://spacewarps.org/subjects/standard/5183f151e4bb21021902767e.png
ASW0001ayz  0.9519788  6       http://spacewarps.org/subjects/standard/5183f151e4bb21021900edcb.png
ASW0001104  0.9933087  18       http://spacewarps.org/subjects/standard/5183f151e4bb21021900bb54.png
ASW00067om  0.9852849  7       http://spacewarps.org/subjects/standard/5183f151e4bb210219046c66.png
ASW00086wi  0.9654416  5       http://spacewarps.org/subjects/standard/5183f151e4bb21021905d4f2.png
ASW0001ory  0.9927837  7       http://spacewarps.org/subjects/standard/5183f151e4bb2102190133ae.png
ASW00041xa  0.9831998  6       http://spacewarps.org/subjects/standard/5183f151e4bb21021902e2be.png
ASW00014f8  0.9854537  59       http://spacewarps.org/subjects/standard/5183f151e4bb21021900cca4.png
ASW0003ylt  0.9675359  3       http://spacewarps.org/subjects/standard/5183f151e4bb21021902d1f1.png
ASW0008zka  0.9843648  3       http://spacewarps.org/subjects/standard/5183f151e4bb21021906660a.png
ASW000612k  0.9543868  3       http://spacewarps.org/subjects/standard/5183f151e4bb210219044aec.png
ASW000880j  0.9933476  6       http://spacewarps.org/subjects/standard/5183f151e4bb21021905da93.png
ASW00078nj  0.9900556  3       http://spacewarps.org/subjects/standard/5183f151e4bb21021905278f.png
ASW000091n  0.9569752  67       http://spacewarps.org/subjects/standard/5183f151e4bb210219002dcb.png
ASW0006r5h  0.9771664  3       http://spacewarps.org/subjects/standard/5183f151e4bb21021904cef5.png
ASW00013kn  0.9897326  17       http://spacewarps.org/subjects/standard/5183f151e4bb21021900c857.png
ASW0008h6v  0.9920084  5       http://spacewarps.org/subjects/standard/5183f151e4bb210219060907.png
ASW0008h70  0.9604183  7       http://spacewarps.org/subjects/standard/5183f151e4bb21021906090c.png
ASW0001qd6  0.9917404  5       http://spacewarps.org/subjects/standard/5183f151e4bb210219013bba.png
ASW0006cgm  0.9657511  3       http://spacewarps.org/subjects/standard/5183f151e4bb210219048496.png
ASW0006cgh  0.9975490  4       http://spacewarps.org/subjects/standard/5183f151e4bb210219048491.png
ASW00019cw  0.9596800  6       http://spacewarps.org/subjects/standard/5183f151e4bb21021900e5a0.png
ASW0006v6m  0.9850974  5       http://spacewarps.org/subjects/standard/5183f151e4bb21021904e35e.png
ASW0000yfz  0.9685863  21       http://spacewarps.org/subjects/standard/5183f151e4bb21021900ae5f.png
ASW0002905  0.9909257  4       http://spacewarps.org/subjects/standard/5183f151e4bb210219019a15.png
ASW0001hb9  0.9960734  7       http://spacewarps.org/subjects/standard/5183f151e4bb210219010de5.png
ASW0005k0x  0.9962072  4       http://spacewarps.org/subjects/standard/5183f151e4bb21021903f4a1.png
ASW0008mix  0.9720182  7       http://spacewarps.org/subjects/standard/5183f151e4bb210219062409.png
ASW0006a1s  0.9573370  3       http://spacewarps.org/subjects/standard/5183f151e4bb210219047860.png
ASW0006vim  0.9989616  4       http://spacewarps.org/subjects/standard/5183f151e4bb21021904e50e.png
ASW0000d2u  0.9558582  66       http://spacewarps.org/subjects/standard/5183f151e4bb210219004236.png
ASW00094ar  0.9984754  5       http://spacewarps.org/subjects/standard/5183f151e4bb210219067e03.png
ASW00049s7  0.9962223  22       http://spacewarps.org/subjects/standard/5183f151e4bb210219030a87.png
ASW0006u28  0.9967191  4       http://spacewarps.org/subjects/standard/5183f151e4bb21021904ddb0.png
ASW0003cpy  0.9675000  6       http://spacewarps.org/subjects/standard/5183f151e4bb210219026326.png
ASW0000voz  0.9562073  47       http://spacewarps.org/subjects/standard/5183f151e4bb21021900a073.png
ASW0003s39  0.9621855  7       http://spacewarps.org/subjects/standard/5183f151e4bb21021902b0f5.png
ASW0003q0i  0.9594722  4       http://spacewarps.org/subjects/standard/5183f151e4bb21021902a672.png
ASW000389k  0.9632243  6       http://spacewarps.org/subjects/standard/5183f151e4bb210219024c98.png
ASW00029p7  0.9971184  7       http://spacewarps.org/subjects/standard/5183f151e4bb210219019d9b.png
ASW0000i8w  0.9775864  28       http://spacewarps.org/subjects/standard/5183f151e4bb210219005c60.png
ASW0002mt3  0.9954740  4       http://spacewarps.org/subjects/standard/5183f151e4bb21021901dff7.png
ASW0002ldk  0.9849916  5       http://spacewarps.org/subjects/standard/5183f151e4bb21021901d8b8.png
ASW0008u6m  0.9615534  3       http://spacewarps.org/subjects/standard/5183f151e4bb210219064ace.png
ASW0008u6a  0.9841246  3       http://spacewarps.org/subjects/standard/5183f151e4bb210219064ac2.png
ASW00026d7  0.9559149  8       http://spacewarps.org/subjects/standard/5183f151e4bb210219018cbb.png
ASW000158w  0.9801656  13       http://spacewarps.org/subjects/standard/5183f151e4bb21021900d0d0.png
ASW00010kb  0.9988659  13       http://spacewarps.org/subjects/standard/5183f151e4bb21021900b91b.png
ASW0005efi  0.9671483  10       http://spacewarps.org/subjects/standard/5183f151e4bb21021903d84e.png
ASW0008v5e  0.9645397  4       http://spacewarps.org/subjects/standard/5183f151e4bb210219064fb2.png
ASW0005nhe  0.9982766  5       http://spacewarps.org/subjects/standard/5183f151e4bb210219040622.png
ASW00067mk  0.9618038  4       http://spacewarps.org/subjects/standard/5183f151e4bb210219046c1c.png
ASW00036jm  0.9767605  4       http://spacewarps.org/subjects/standard/5183f151e4bb2102190243e2.png
ASW0006c90  0.9516699  8       http://spacewarps.org/subjects/standard/5183f151e4bb210219048384.png
ASW0006c96  0.9992266  7       http://spacewarps.org/subjects/standard/5183f151e4bb21021904838a.png
ASW0004m7w  0.9599431  6       http://spacewarps.org/subjects/standard/5183f151e4bb21021903497c.png
ASW0004bk9  0.9659556  5       http://spacewarps.org/subjects/standard/5183f151e4bb210219031389.png
ASW0000fyf  0.9652411  38       http://spacewarps.org/subjects/standard/5183f151e4bb2102190050c7.png
ASW0006wdx  0.9651319  5       http://spacewarps.org/subjects/standard/5183f151e4bb21021904e975.png
ASW0006g52  0.9882041  6       http://spacewarps.org/subjects/standard/5183f151e4bb210219049736.png
ASW00079wu  0.9984078  5       http://spacewarps.org/subjects/standard/5183f151e4bb210219052dee.png
ASW0004a89  0.9908351  6       http://spacewarps.org/subjects/standard/5183f151e4bb210219030cc9.png
ASW0005iu6  0.9839038  3       http://spacewarps.org/subjects/standard/5183f151e4bb21021903ee9e.png
ASW0008jyu  0.9669133  4       http://spacewarps.org/subjects/standard/5183f151e4bb210219061716.png
ASW0008p2c  0.9898465  3       http://spacewarps.org/subjects/standard/5183f151e4bb2102190630e4.png
ASW0007xqe  0.9570029  3       http://spacewarps.org/subjects/standard/5183f151e4bb21021905a686.png
ASW0001c8d  0.9910024  7       http://spacewarps.org/subjects/standard/5183f151e4bb21021900f42d.png
ASW0006e35  0.9983542  5       http://spacewarps.org/subjects/standard/5183f151e4bb210219048cd1.png
ASW0004m03  0.9854445  5       http://spacewarps.org/subjects/standard/5183f151e4bb210219034863.png
ASW0003818  0.9977957  11       http://spacewarps.org/subjects/standard/5183f151e4bb210219024b6c.png
ASW0005y1x  0.9980980  4       http://spacewarps.org/subjects/standard/5183f151e4bb210219043ba5.png
ASW0005yfr  0.9512594  3       http://spacewarps.org/subjects/standard/5183f151e4bb210219043d97.png
ASW0007kg1  0.9789723  3       http://spacewarps.org/subjects/standard/5183f151e4bb210219056341.png
